id;filename;text;augmentation_type;difficulté_verbalisation
323_swap;Entretien 01 24.10.03 02_traitement_A;Enfin, selon notre sens à, nous finalement.;swap;1
323_translation;Entretien 01 24.10.03 02_traitement_A;Après tout, selon notre esprit pour nous, enfin.;translation;1
324;Entretien 01 24.10.03 02_traitement_A;Parce que lui, il n'a pas de conscience.;original;0
324_contextual;Entretien 01 24.10.03 02_traitement_A;Parce la maintenant, il n' a pas cette conscience.;contextual;0
324_swap;Entretien 01 24.10.03 02_traitement_A;Parce que lui, n ' il a pas de conscience.;swap;0
324_translation;Entretien 01 24.10.03 02_traitement_A;Parce qu'il n'a pas de conscience.;translation;0
325;Entretien 01 24.10.03 02_traitement_A;Je pense que dans toutes les étapes, on retrouve ça.;original;0
325_contextual;Entretien 01 24.10.03 02_traitement_A;Je pense à à chacune les étapes, je retrouve ça.;contextual;0
325_swap;Entretien 01 24.10.03 02_traitement_A;Pense je que dans toutes les, étapes on retrouve ça.;swap;0
325_translation;Entretien 01 24.10.03 02_traitement_A;Je pense qu'à toutes les étapes, on peut le retrouver.;translation;0
326;Entretien 01 24.10.03 02_traitement_A;Et à mon avis, c'est ça aussi dans tous les corps de métier.;original;0
326_contextual;Entretien 01 24.10.03 02_traitement_A;Aussi à mon avis, ' exactement ça que dans tous les corps les muscles.;contextual;0
326_swap;Entretien 01 24.10.03 02_traitement_A;À mon et avis c, ' est aussi ça dans les tous de corps métier.;swap;0
326_translation;Entretien 01 24.10.03 02_traitement_A;Et je pense que c'est le cas dans toutes les professions.;translation;0
327;Entretien 01 24.10.03 02_traitement_A;De toute façon, dès qu'on transforme une matière première pour lui donner un sens technique ou artistique, dès le moment où on transforme une matière, finalement, on la fait vivre.;original;0
327_contextual;Entretien 01 24.10.03 02_traitement_A;Avec toute façons, dès qu'on transforme une surface végétale ou le donner un sens technique ou fonctionnel, dès le moment même ça transforme une matière, progressivement, on la fait vivre.;contextual;0
327_swap;Entretien 01 24.10.03 02_traitement_A;De toute façon, dès ' qu transforme on première une matière pour donner un lui sens technique ou artistique, le dès moment on où transforme une, matière, finalement on la fait vivre.;swap;0
327_translation;Entretien 01 24.10.03 02_traitement_A;Quand on transforme une matière première pour lui donner un sens technique ou artistique, on la laisse vivre quand on transforme une matière.;translation;0
328;Entretien 01 24.10.03 02_traitement_A;Il y a quelque chose de particulier à cette étape.;original;1
328_contextual;Entretien 01 24.10.03 02_traitement_A;Il y a certaine chose de particulier par leur action.;contextual;1
328_swap;Entretien 01 24.10.03 02_traitement_A;Il a quelque y de particulier chose à cette étape.;swap;1
328_translation;Entretien 01 24.10.03 02_traitement_A;Il y a quelque chose de spécial dans cette phase.;translation;1
329;Entretien 01 24.10.03 02_traitement_A;Oui.;original;0
329_contextual;Entretien 01 24.10.03 02_traitement_A;...;contextual;0
329_swap;Entretien 01 24.10.03 02_traitement_A;. oui;swap;0
329_translation;Entretien 01 24.10.03 02_traitement_A;Oui.;translation;0
32_contextual;Entretien 01 24.10.03 01_traitement_A;C' être très ouvrier comme façon à voyager.;contextual;1
32_swap;Entretien 01 24.10.03 01_traitement_A;C ' était comme très ouvrier façon faire de.;swap;1
32_translation;Entretien 01 24.10.03 01_traitement_A;C'était très tenace comme on le fait.;translation;1
33;Entretien 01 24.10.03 01_traitement_A;Voilà;original;0
330;Entretien 01 24.10.03 02_traitement_A;Parce qu'il y a aussi, là, cet état d'esprit.;original;0
330_contextual;Entretien 01 24.10.03 02_traitement_A;Parce que'il on a aussi, là, juste ordre de'esprit.;contextual;0
330_swap;Entretien 01 24.10.03 02_traitement_A;Qu parce ' y il a aussi là, , cet d ' état esprit.;swap;0
330_translation;Entretien 01 24.10.03 02_traitement_A;Parce qu'il y a aussi cette attitude.;translation;0
331;Entretien 01 24.10.03 02_traitement_A;Mais cet état d'esprit de l'artisan.;original;0
331_contextual;Entretien 01 24.10.03 02_traitement_A;Voilà quel art domine'esprit de l'artisan.;contextual;0
331_swap;Entretien 01 24.10.03 02_traitement_A;Cet mais d état ' esprit de l ' artisan.;swap;0
331_translation;Entretien 01 24.10.03 02_traitement_A;Mais cette attitude de l'artisan.;translation;0
332;Entretien 01 24.10.03 02_traitement_A;Mais si on prend le verre dans toute sa splendeur, à la base, c'est pareil.;original;0
332_contextual;Entretien 01 24.10.03 02_traitement_A;Mais si il prend le repas plein sa sa splendeur, à ta bière, c'est pareil.;contextual;0
332_swap;Entretien 01 24.10.03 02_traitement_A;Si mais on prend le verre dans toute sa splendeur, à base la, c ' est pareil.;swap;0
332_translation;Entretien 01 24.10.03 02_traitement_A;Mais si vous prenez le verre dans toute sa splendeur, c'est la même chose à la base.;translation;0
333;Entretien 01 24.10.03 02_traitement_A;C'est pas grand-chose.;original;0
333_contextual;Entretien 01 24.10.03 02_traitement_A;J' étais devenu grand-chose.;contextual;0
333_swap;Entretien 01 24.10.03 02_traitement_A;Pas c ' est grand - chose.;swap;0
333_translation;Entretien 01 24.10.03 02_traitement_A;Ce n'est pas grand-chose.;translation;0
334;Entretien 01 24.10.03 02_traitement_A;Et le verre, on le transforme.;original;0
334_contextual;Entretien 01 24.10.03 02_traitement_A;Et en verre, tout te transforme.;contextual;0
334_swap;Entretien 01 24.10.03 02_traitement_A;Le et, verre le on transforme.;swap;0
334_translation;Entretien 01 24.10.03 02_traitement_A;Et le verre est transformé.;translation;0
335;Entretien 01 24.10.03 02_traitement_A;Et ensuite, nous, vitraillistes, on vient, en fin de chaîne, le découper et le sertir et le mettre en lumière.;original;0
335_contextual;Entretien 01 24.10.03 02_traitement_A;puis après, nous, vitra au noir, on vient, une coupe en chaîne, le couper et le sertir et le mettre en peinture.;contextual;0
335_swap;Entretien 01 24.10.03 02_traitement_A;Ensuite nous et, , vitraillistes, on vient, en fin de chaîne, découper le le et sertir le et en lumière mettre.;swap;0
335_translation;Entretien 01 24.10.03 02_traitement_A;Et puis, Vitrailisten, on arrive au bout de la chaîne, et on le coupe et on le sert et on l'allume.;translation;0
336;Entretien 01 24.10.03 02_traitement_A;Alors qu'à la base, c'est des oxydes et c'est du sable.;original;0
336_contextual;Entretien 01 24.10.03 02_traitement_A;Alors l'à sa base, l' était sous oxydes et non'est du plastique.;contextual;0
336_swap;Entretien 01 24.10.03 02_traitement_A;Qu alors ' à la base c, ' est oxydes des c et ' du sable est.;swap;0
336_translation;Entretien 01 24.10.03 02_traitement_A;Mais au début, ce sont des oxydes et du sable.;translation;0
337;Entretien 01 24.10.03 02_traitement_A;Enfin, voilà.;original;0
337_contextual;Entretien 01 24.10.03 02_traitement_A;Un, une.;contextual;0
337_swap;Entretien 01 24.10.03 02_traitement_A;, enfin. voilà;swap;0
337_translation;Entretien 01 24.10.03 02_traitement_A;Je veux dire, c'est ça.;translation;0
338;Entretien 01 24.10.03 02_traitement_A;Je n'en ai plus trop la compo.;original;3
338_contextual;Entretien 01 24.10.03 02_traitement_A;Je vous'en ai également jamais aperçu compo.;contextual;3
338_swap;Entretien 01 24.10.03 02_traitement_A;Je n en ai ' plus trop compo la.;swap;3
338_translation;Entretien 01 24.10.03 02_traitement_A;Je n'en ai plus beaucoup.;translation;3
339;Entretien 01 24.10.03 02_traitement_A;Il faut que je fasse gaffe à ce que je dis.;original;3
339_contextual;Entretien 01 24.10.03 02_traitement_A;Il faut absolument je fasse grâce à là que je fabrique.;contextual;3
339_swap;Entretien 01 24.10.03 02_traitement_A;Faut que il je fasse ce gaffe à que je dis.;swap;3
339_translation;Entretien 01 24.10.03 02_traitement_A;Je dois faire attention à ce que je dis.;translation;3
33_contextual;Entretien 01 24.10.03 01_traitement_A;V;contextual;0
33_swap;Entretien 01 24.10.03 01_traitement_A;Voilà;swap;0
33_translation;Entretien 01 24.10.03 01_traitement_A;Tiens.;translation;0
34;Entretien 01 24.10.03 01_traitement_A;Et dans l'autre entreprise où j'étais, où j'ai appris le vitrail en Belgique, là, c'était un peu plus chill.;original;0
340;Entretien 01 24.10.03 02_traitement_A;Mais c'est pareil.;original;0
340_contextual;Entretien 01 24.10.03 02_traitement_A;Mais n' pas pareil.;contextual;0
340_swap;Entretien 01 24.10.03 02_traitement_A;Mais c ' est pareil.;swap;0
340_translation;Entretien 01 24.10.03 02_traitement_A;Mais c'est la même chose.;translation;0
341;Entretien 01 24.10.03 02_traitement_A;Effectivement, oui, la coupe de verre, le sertissage au plomb, c'est pareil.;original;1
341_contextual;Entretien 01 24.10.03 02_traitement_A;Effectivement, oui, la poudre à verre, en fauxissage au pinceau, c' était pareil.;contextual;1
341_swap;Entretien 01 24.10.03 02_traitement_A;Effectivement, oui la, coupe de verre le, au sertissage plomb, ' c est pareil.;swap;1
341_translation;Entretien 01 24.10.03 02_traitement_A;Oui, la coupe en verre, la couche de plomb est la même.;translation;1
342;Entretien 01 24.10.03 02_traitement_A;Le plomb, on va l'extraire, on va le transformer, on va le couler, on va lui donner une forme.;original;0
342_contextual;Entretien 01 24.10.03 02_traitement_A;de fond, on va le'extraire, on va il transformer, on pourra le chauffer, on va leur donner leur forme.;contextual;0
342_swap;Entretien 01 24.10.03 02_traitement_A;Le plomb, on l va extraire ', va on le transformer, on va le couler on, va lui forme donner une.;swap;0
342_translation;Entretien 01 24.10.03 02_traitement_A;Le plomb, on le sort, on le transforme, on le verse, on lui donne une forme.;translation;0
343;Entretien 01 24.10.03 02_traitement_A;C'est lui qui va permettre de faire en sorte que nos verres tiennent, que nos vitraux soient là pendant des siècles.;original;0
343_contextual;Entretien 01 24.10.03 02_traitement_A;C' Est ça qui va permettre pour faire en fait de nos boîtes tiennent, que nos assiettes soient là pendant des décennies.;contextual;0
343_swap;Entretien 01 24.10.03 02_traitement_A;' c qui lui est permettre va de sorte faire en que nos verres tiennent, que nos soient vitraux là pendant des siècles.;swap;0
343_translation;Entretien 01 24.10.03 02_traitement_A;Il s'assurera que nos verres tiennent que nos fenêtres sont là pendant des siècles.;translation;0
344;Entretien 01 24.10.03 02_traitement_A;Donc, chaque étape a son sens.;original;0
344_contextual;Entretien 01 24.10.03 02_traitement_A;..., chaque mot a ce sens.;contextual;0
344_swap;Entretien 01 24.10.03 02_traitement_A;, donc chaque étape son a. sens;swap;0
344_translation;Entretien 01 24.10.03 02_traitement_A;Chaque étape a son sens.;translation;0
345;Entretien 01 24.10.03 02_traitement_A;Oui, évidemment.;original;0
345_contextual;Entretien 01 24.10.03 02_traitement_A;-, etc.;contextual;0
345_swap;Entretien 01 24.10.03 02_traitement_A;, oui. évidemment;swap;0
345_translation;Entretien 01 24.10.03 02_traitement_A;Oui, bien sûr.;translation;0
346;Entretien 01 24.10.03 02_traitement_A;J'ai un peu ce toc, je crois, de placer des métaphores quand je peux parce que ça permet, je pense, aux gens d'avoir des généralités et de leur parler.;original;2
346_contextual;Entretien 01 24.10.03 02_traitement_A;J'ai un peu ce toc, je dirais, faut jeter des métaphoreions hors du peux parce que ça permet, je sais, aux mots des'avoir des crités et de leur parler.;contextual;2
346_swap;Entretien 01 24.10.03 02_traitement_A;J ' ai un toc peu ce, je crois, de placer des métaphores quand je parce que ça peux, permet je pense aux, gens d ' des avoir et généralités de leur. parler;swap;2
346_translation;Entretien 01 24.10.03 02_traitement_A;Je crois que j'arrête les métaphores si je peux, parce que ça permet aux gens d'avoir des opinions générales et de leur parler.;translation;2
347;Entretien 01 24.10.03 02_traitement_A;Et là, pour ce qui est de l'étape de la peinture, finalement, c'est un peu de la cuisine.;original;1
347_contextual;Entretien 01 24.10.03 02_traitement_A;Et bien, pour ce qui c de l' efficacité sur la peinture, franchement, c'est un peu pas leur tarte.;contextual;1
347_swap;Entretien 01 24.10.03 02_traitement_A;Là et, pour ce qui est l de la ' étape de peinture, finalement, c ' un est de peu cuisine la.;swap;1
347_translation;Entretien 01 24.10.03 02_traitement_A;Et maintenant, en ce qui concerne le niveau de la peinture, c'est enfin un peu de cuisine.;translation;1
348;Entretien 01 24.10.03 02_traitement_A;Donc, on a des ingrédients et on les transforme.;original;0
348_contextual;Entretien 01 24.10.03 02_traitement_A;"Donc, chacun a plusieurs ingrédients ; on me transforme.";contextual;0
348_swap;Entretien 01 24.10.03 02_traitement_A;, donc on des a ingrédients on et les. transforme;swap;0
348_translation;Entretien 01 24.10.03 02_traitement_A;Donc on a des ingrédients et on les transforme.;translation;0
349;Entretien 01 24.10.03 02_traitement_A;C'est tout l'art de la cuisine, quoi, de prendre des matières premières et de faire quelque chose à la fin.;original;1
349_contextual;Entretien 01 24.10.03 02_traitement_A;C'est tout les' art de la pizza, quoi, ou profiter des ingrédients première et aller faire quelque chose pour la fin.;contextual;1
349_swap;Entretien 01 24.10.03 02_traitement_A;' c l est tout ' art la cuisine de, , de quoi prendre des matières premières de et faire chose quelque à la fin.;swap;1
